,idaviso,idcaracteristica,count
7892,47388768,1000102,4
7893,47388768,1000004,4
7894,47388768,1000027,4
7895,47388768,1000111,4
7896,48020922,1000102,6
7898,48020922,1000114,6
7899,48020922,1000110,6
7900,48020922,1000111,6
7901,48020922,1000001,6
7902,48020922,1000100,6
7910,47611126,1000038,1
7912,43873693,1000111,2
7914,43873693,1000100,2
7916,48697740,1000116,2
7917,48697740,1000111,2
7927,47388790,1000027,3
7930,47388790,1000111,3
7932,47388790,2000142,3
7934,48353889,1000102,9
7935,48353889,1000114,9
7936,48353889,1000038,9
7937,48353889,1000110,9
7941,48353889,1000101,9
7942,48353889,1000068,9
7943,48353889,1000117,9
7944,48353889,2000148,9
7945,48353889,1000106,9
7949,46176214,1000004,4
7950,46176214,1000027,4
7952,46176214,1000111,4
7954,46176214,1000090,4
7957,47388697,1000027,5
7958,47388697,1000116,5
7959,47388697,1000110,5
7960,47388697,1000111,5
7964,47388697,1000106,5
7966,47388718,1000027,2
7968,47388718,1000111,2
7972,48603109,1000111,4
7973,48603109,1000079,4
7974,48603109,1000106,4
7975,48603109,1000109,4
7976,46141750,1000102,4
7977,46141750,1000111,4
7978,46141750,1000002,4
7979,46141750,1000117,4
7981,47206017,1000102,6
7982,47206017,1000116,6
7983,47206017,1000111,6
7984,47206017,1000100,6
7985,47206017,2000148,6
7986,47206017,1000092,6
7989,48230067,1000111,1
7991,46160400,1000078,2
7992,46160400,1000079,2
7993,48518025,1000110,2
7994,48518025,1000109,2
7997,48543298,2000148,1
7998,48713465,1000102,3
7999,48713465,1000114,3
8000,48713465,1000116,3
8001,48626167,1000027,2
8002,48626167,1000100,2
8005,48543297,2000148,1
8008,48423148,1000027,5
8009,48423148,1000105,5
8011,48423148,1000079,5
8012,48423148,1000106,5
8013,48423148,1000109,5
8015,48434552,1000111,1
8016,48713467,1000102,3
8018,48713467,1000110,3
8019,48713467,1000111,3
8032,48256387,1000100,1
8040,47047524,1000004,3
8041,47047524,1000027,3
8042,47047524,1000110,3
8044,48596645,1000111,1
8050,47435866,1000101,2
8052,47435866,2000148,2
8055,48517981,1000111,2
8056,48517981,1000109,2
8058,48450931,2000141,1
8059,48713457,1000102,6
8060,48713457,1000114,6
8061,48713457,1000116,6
8062,48713457,1000110,6
8063,48713457,1000111,6
8064,48713457,1000117,6
8065,48543244,1000102,6
8066,48543244,1000004,6
8068,48543244,1000116,6
8069,48543244,1000078,6
8070,48543244,1000100,6
8071,48543244,2000148,6
8072,48683223,1000102,2
8073,48683223,1000068,2
8081,48713473,1000102,9
8082,48713473,1000114,9
8083,48713473,1000038,9
8084,48713473,1000110,9
8088,48713473,1000101,9
8089,48354036,1000102,9
8090,48713473,1000068,9
8091,48713473,1000117,9
8092,48354036,1000114,9
8093,48713473,2000148,9
8094,48354036,1000038,9
8095,48713473,1000106,9
8096,48354036,1000110,9
8101,48713007,1000102,4
8103,48713007,1000027,4
8104,48354036,1000101,9
8105,48713007,1000116,4
8106,48354036,1000068,9
8107,48713007,1000111,4
8108,48354036,1000117,9
8110,48354036,2000148,9
8112,48354036,1000106,9
8120,45346409,1000117,1
8125,46180438,1000027,3
8127,46180438,1000111,3
8128,46180438,1000078,3
8129,46920181,1000102,2
8130,46920181,1000111,2
8142,48710507,1000079,1
8147,48688053,1000085,1
8152,47729481,1000079,1
8157,45866719,1000078,3
8159,45866719,1000079,3
8161,45866719,1000090,3
8167,48713494,1000111,1
8173,48468586,1000027,1
8179,46745665,1000102,9
8183,46745665,1000027,9
8187,46745665,1000111,9
8191,46745665,1000101,9
8193,46745665,1000106,9
8194,46745665,1000118,9
8195,46745665,1000085,9
8196,46745665,1000090,9
8197,46745665,1000092,9
8200,48713475,1000038,4
8201,48713475,1000110,4
8202,48713475,1000111,4
8208,48713475,2000148,4
8217,48625277,2000141,1
8225,48713485,1000079,1
8227,48681048,1000027,1
8229,48713509,1000114,2
8231,48713509,1000079,2
8236,48329791,1000109,1
8237,48505772,1000068,1
8242,48713204,1000110,2
8244,48713204,1000106,2
8245,48712912,1000102,4
8246,48712912,1000038,4
8248,48712912,1000111,4
8251,48712912,2000141,4
8252,48713514,1000102,2
8253,48713514,1000100,2
8255,48713504,1000038,1
8261,47854361,1000111,2
8263,47854361,1000100,2
8270,48707014,1000027,3
8271,48707014,1000002,3
8272,48707014,2000148,3
8273,48713521,1000102,6
8274,48713521,1000038,6
8275,48713521,1000027,6
8276,48713521,1000110,6
8277,48713521,1000111,6
8278,48713521,1000100,6
8281,48660913,1000111,1
8284,48365089,1000038,1
8292,48365097,1000038,1
8299,48141173,1000102,5
8305,48141173,1000090,5
8306,48141173,1000106,5
8307,48141173,1000118,5
8308,48141173,1000092,5
8309,48212990,1000102,3
8311,48212990,1000110,3
8314,48212990,1000090,3
8318,48713479,1000116,1
8326,48713538,1000111,2
8332,48713538,1000117,2
8337,44331188,1000111,1
8338,48712895,1000102,5
8339,48712895,1000038,5
8340,48712895,1000111,5
8341,48712895,1000079,5
8342,48712895,1000109,5
8344,43186212,1000027,4
8345,43186212,1000110,4
8346,43186212,1000111,4
8347,43186212,1000001,4
8352,48713556,1000117,2
8353,48713556,1000118,2
8355,48698880,1000027,2
8356,48698880,1000111,2
8357,48466053,1000102,4
8358,48466053,1000111,4
8359,48466053,1000100,4
8360,48466053,1000101,4
8362,48212988,1000102,2
8364,48212988,1000110,2
8369,46590409,1000102,2
8370,46590409,1000027,2
8371,48212985,1000102,3
8373,48212985,1000110,3
8376,48212985,1000090,3
8378,45910876,2000148,1
8379,48713490,1000102,9
8380,48713490,1000114,9
8381,48713490,1000038,9
8382,48713490,1000110,9
8386,48713490,1000101,9
8387,48713490,1000068,9
8388,48713490,1000117,9
8389,48713490,2000148,9
8390,48713490,1000106,9
8393,47781119,1000110,2
8399,47781119,1000106,2
8400,48713549,1000038,2
8401,48713549,2000148,2
8402,48641451,1000102,2
8403,48641451,1000100,2
8408,48685424,1000102,5
8409,48685424,1000114,5
8410,48685424,1000027,5
8411,48685424,1000110,5
8412,48685424,1000111,5
8413,47163888,1000102,4
8415,47163888,1000027,4
8418,47163888,1000111,4
8422,47163888,1000118,4
8427,48642145,1000102,3
8428,48642145,1000111,3
8429,48642145,1000100,3
8430,48717093,1000114,5
8431,48717093,1000027,5
8432,48717093,1000110,5
8433,48717093,1000100,5
8434,48717093,1000101,5
8435,48554026,1000102,5
8436,48554026,1000111,5
8437,48554026,1000078,5
8438,48554026,1000117,5
8439,48554026,1000106,5
8440,48358090,1000102,5
8441,48358090,1000111,5
8442,48358090,1000100,5
8443,48358090,1000117,5
8444,48358090,1000106,5
8450,48717096,1000102,6
8451,45800534,1000102,2
8452,48717096,1000027,6
8453,45800534,1000116,2
8454,48717096,1000110,6
8455,48717096,1000111,6
8456,48717096,1000100,6
8457,48717096,1000117,6
8459,48358197,1000100,1
8465,48654842,1000102,7
8466,48654842,1000110,7
8467,48654842,1000111,7
8468,48654842,1000078,7
8470,48654842,1000079,7
8472,48654842,1000101,7
8473,48654842,1000068,7
8477,48713534,1000102,2
8478,48713534,1000027,2
8480,48358198,1000106,1
8481,48041929,1000110,2
8483,48041929,2000141,2
8485,48358214,1000100,3
8486,48358214,1000117,3
8487,48358214,1000106,3
8489,48717105,1000027,8
8490,48717105,1000110,8
8491,48717105,1000078,8
8492,48717105,1000100,8
8493,48717105,1000079,8
8494,48717105,1000090,8
8495,48717105,1000117,8
8496,48717105,1000092,8
8497,48713508,1000102,4
8498,48713508,1000114,4
8499,48713508,1000116,4
8501,48713508,2000148,4
8502,48358216,1000102,1
8504,48358173,1000100,3
8505,48358173,1000106,3
8506,48358173,1000118,3
8507,48655504,1000102,7
8508,48655504,1000110,7
8509,48655504,1000111,7
8510,48655504,1000078,7
8511,48655504,1000079,7
8512,48655504,1000101,7
8513,48655504,1000068,7
8517,48683799,1000105,3
8519,48683799,1000111,3
8522,48683799,1000085,3
8527,48358219,1000102,1
8529,48358215,1000102,1
8531,48358259,1000102,5
8532,48358259,1000110,5
8533,48358259,1000111,5
8534,48358259,1000117,5
8535,48358259,1000118,5
8536,47898401,1000079,1
8537,48358225,1000102,1
8542,47135596,1000111,3
8543,47135596,1000100,3
8545,47135596,1000106,3
8547,48042086,1000102,9
8548,48042086,1000114,9
8549,48042086,1000038,9
8550,48042086,1000110,9
8554,48042086,1000101,9
8555,48042086,1000068,9
8556,48042086,1000117,9
8557,48042086,2000148,9
8558,48358271,1000102,5
8559,48042086,1000106,9
8561,48358271,1000110,5
8563,48358271,1000111,5
8564,48358271,1000117,5
8565,48358271,1000118,5
8567,48466114,1000027,1
8576,47135599,1000111,2
8577,48713524,1000085,1
8578,47135599,1000100,2
8581,46343953,1000102,3
8582,48358243,1000110,4
8583,46343953,1000105,3
8584,46343953,1000111,3
8585,48358243,1000111,4
8587,48358243,1000106,4
8588,48358243,1000118,4
8589,48358277,1000110,4
8590,48358277,1000111,4
8591,48711393,1000102,2
8592,48358277,1000106,4
8594,48358277,1000118,4
8596,48711393,1000078,2
8598,48713523,1000102,4
8599,48713523,1000027,4
8600,48713523,1000110,4
8601,48713523,1000100,4
8603,48547539,1000116,1
8608,48358284,1000110,4
8609,47992531,1000102,2
8611,48358284,1000111,4
8614,48358284,1000106,4
8615,47992531,1000111,2
8616,48358284,1000118,4
8622,47036378,1000111,1
8626,48670716,1000102,10
8627,48670716,1000114,10
8628,48670716,1000038,10
8629,48670716,1000027,10
8630,48670716,1000110,10
8634,48670716,1000101,10
8635,48670716,1000068,10
8636,48670716,1000117,10
8637,48670716,2000148,10
8638,48670716,1000106,10
8641,48713553,1000038,3
8643,48713553,1000027,3
8649,48713553,1000118,3
8651,47511353,1000102,5
8652,47511353,1000027,5
8653,46343637,1000102,5
8654,47511353,1000110,5
8655,46343637,1000114,5
8656,47511353,1000111,5
8657,46343637,1000038,5
8658,47511353,1000100,5
8659,46343637,1000027,5
8660,46343637,1000111,5
8662,48456611,1000102,3
8663,48456611,1000038,3
8669,48456611,1000109,3
8670,48096739,2000148,1
8673,47892843,1000027,2
8677,47892843,1000078,2
8683,44137177,1000111,2
8685,44137177,1000079,2
8689,46838427,1000038,2
8690,46838427,1000116,2
8692,48455304,1000102,4
8693,48455304,1000111,4
8696,48455304,1000068,4
8697,48455304,1000106,4
8698,47775692,1000102,1
8708,48713533,1000111,2
8709,48619099,1000116,1
8714,48524825,1000111,1
8724,48713533,1000117,2
8730,46838430,1000038,2
8732,46838430,1000116,2
8735,48713134,1000102,10
8737,48713134,1000114,10
8738,48713134,1000038,10
8739,48713134,1000027,10
8740,48713134,1000110,10
8744,48713134,1000101,10
8745,48713134,1000068,10
8746,48713134,1000117,10
8747,48713134,2000148,10
8748,48713134,1000106,10
8752,48131896,1000027,2
8754,48131896,1000111,2
8759,48716802,1000111,1
8765,48619111,1000116,2
8766,48619111,1000100,2
8770,46836730,1000110,2
8771,46836730,1000111,2
8776,48717185,1000102,4
8777,48717185,1000110,4
8778,48717185,1000100,4
8780,48717185,1000101,4
8782,48425287,1000102,1
8784,48358138,1000106,1
8785,46898308,1000102,2
8786,46898308,1000027,2
8788,48717219,1000114,8
8791,48717219,1000116,8
8792,46838579,1000027,2
8793,46838588,1000027,2
8794,48717219,1000105,8
8795,46838579,1000116,2
8796,48454720,1000102,3
8797,46838588,1000116,2
8800,48717219,1000111,8
8801,48454720,1000027,3
8804,48454720,1000111,3
8805,48717219,1000078,8
8808,48717219,1000100,8
8811,48717219,1000085,8
8812,48717219,1000117,8
8813,48358163,1000102,1
8815,48717043,1000102,6
8816,48717043,1000114,6
8817,48717043,1000038,6
8818,48717043,1000027,6
8819,48717043,1000116,6
8820,48717043,1000111,6
8822,46811360,1000116,2
8823,46811360,1000111,2
8830,48717180,1000102,5
8831,48717180,1000027,5
8832,48717180,1000078,5
8833,48717180,1000100,5
8834,48717180,1000085,5
8835,48358167,1000102,2
8836,46811337,1000038,1
8837,48358167,1000100,2
8840,48713547,1000116,2
8841,48713547,1000110,2
8846,48717278,1000102,5
8847,48717278,1000116,5
8848,48717278,1000110,5
8850,48717278,1000111,5
8851,48710565,1000114,5
8852,48717278,1000100,5
8853,48710565,1000116,5
8854,48710565,1000111,5
8858,48717181,1000027,6
8860,48626767,1000027,1
8861,48717181,1000111,6
8863,48717181,1000078,6
8865,48717181,1000100,6
8868,48717181,1000117,6
8869,48710565,2000148,5
8871,48717181,1000092,6
8875,48710565,1000109,5
8877,46811172,1000102,1
8879,48358227,1000102,1
8881,47802518,1000102,5
8882,47802518,1000027,5
8883,47802518,1000116,5
8884,47802518,1000111,5
8885,46811308,1000038,2
8886,47802518,1000079,5
8887,46811308,1000116,2
8889,48717236,1000115,1
8890,46905256,1000004,2
8891,46905256,1000116,2
8895,48358287,1000110,4
8896,48358287,1000111,4
8897,48358287,1000106,4
8898,48358287,1000118,4
8899,47206009,1000102,6
8900,46811257,1000027,2
8901,47206009,1000116,6
8902,46811257,1000001,2
8903,47206009,1000111,6
8904,47206009,1000100,6
8905,47206009,2000148,6
8906,47206009,1000092,6
8907,48358116,1000102,2
8908,48358116,1000100,2
8910,46921522,1000027,8
8911,46921522,1000116,8
8912,46921522,1000105,8
8913,46921522,1000110,8
8914,46921522,1000111,8
8919,46921522,1000117,8
8920,46921522,1000106,8
8921,46921522,1000118,8
8922,46610477,1000102,6
8923,46610477,1000116,6
8924,46610477,1000105,6
8925,46610477,1000111,6
8926,46610477,1000078,6
8927,46610477,1000106,6
8931,43547989,1000027,1
8934,46838403,1000038,2
8935,46838403,1000116,2
8937,46811138,1000102,2
8939,46811138,1000101,2
8942,46769114,1000116,3
8947,46769114,1000101,3
8950,46769114,2000148,3
8954,48713564,1000110,2
8956,48713564,1000078,2
8964,48713557,1000078,2
8967,48352323,1000027,2
8969,48352323,1000116,2
8972,48713557,1000118,2
8978,46905351,1000027,2
8979,46350764,1000102,7
8980,46905351,1000001,2
8981,46350764,1000116,7
8982,46350764,1000110,7
8983,46350764,1000111,7
8985,46350764,1000068,7
8986,46350764,1000117,7
8987,46350764,1000109,7
8988,48713314,1000102,2
8989,48713314,1000085,2
8991,46811781,1000111,3
8994,46811781,2000148,3
8995,46811781,1000106,3
8996,48717331,1000102,4
8997,48717331,1000114,4
8998,48717331,1000111,4
8999,48717331,1000109,4
9000,48127009,1000102,6
9001,48127009,1000027,6
9002,48127009,1000116,6
9003,48127009,1000110,6
9004,48127009,1000111,6
9005,48127009,1000106,6
9010,46838424,1000038,2
9011,46838424,1000116,2
9013,48717355,1000114,1
9015,48168671,1000116,2
9016,48168671,1000111,2
9022,48713570,1000027,2
9023,48713570,1000111,2
9026,48358089,1000102,5
9027,48358089,1000111,5
9028,48358089,1000100,5
9029,48358089,1000117,5
9031,48358089,1000106,5
9034,48097088,1000111,3
9035,48097088,1000078,3
9036,48097088,1000079,3
9037,46811578,1000102,3
9044,46811578,1000101,3
9045,46811578,1000085,3
9047,48358147,1000102,2
9048,48358147,1000100,2
9049,48717360,1000102,2
9050,48717360,1000111,2
9051,46838416,1000038,2
9052,46838416,1000116,2
9054,48358161,1000102,1
9056,48530238,1000102,5
9058,48530238,1000038,5
9059,48530238,1000027,5
9060,48530238,1000111,5
9062,48530238,1000109,5
9063,48563418,1000102,5
9064,48563418,1000038,5
9065,48563418,1000027,5
9067,48563418,1000111,5
9068,48119415,1000111,3
9069,48563418,1000100,5
9073,48119415,1000101,3
9075,48119415,1000118,3
9076,46811393,1000102,5
9079,46811393,1000027,5
9080,46811393,1000116,5
9082,46811393,1000101,5
9083,46811393,2000148,5
9084,46838438,1000038,2
9085,46838438,1000116,2
9087,48358213,1000100,2
9088,48358213,1000106,2
9089,48035529,1000102,3
9090,48035529,1000116,3
9092,48035529,1000079,3
9093,48713586,1000102,2
9094,48358181,1000100,3
9095,48713586,1000111,2
9096,48358181,1000106,3
9097,48358181,1000118,3
9100,46811761,1000111,3
9104,48619108,1000116,1
9105,46811761,2000148,3
9109,46811761,1000118,3
9111,48713575,1000102,1
9114,46811415,1000102,5
9116,46811415,1000027,5
9117,46811415,1000116,5
9119,46811415,1000101,5
9120,46811415,2000148,5
9121,48686601,1000102,8
9122,48686601,1000105,8
9123,48686601,1000110,8
9124,48686601,1000111,8
9125,48686601,1000078,8
9126,48686601,1000079,8
9127,48686601,1000117,8
9128,48686601,1000109,8
9130,46973644,1000114,4
9131,46973644,1000116,4
9138,46973644,2000148,4
9141,46973644,1000109,4
9143,48358269,1000102,5
9144,48358269,1000110,5
9146,48358269,1000111,5
9147,48358269,1000117,5
9148,46905301,1000116,4
9150,48358269,1000118,5
9151,46905301,1000111,4
9154,46905301,2000148,4
9157,47080659,1000111,3
9158,46905301,1000118,4
9159,47080659,1000078,3
9161,47080659,1000090,3
9165,46811679,1000027,1
9167,46769113,1000116,2
9174,46932944,1000102,5
9175,46932944,1000116,5
9176,46932944,1000111,5
9177,46932944,1000100,5
9178,46932944,1000092,5
9179,46811132,1000102,3
9183,46811132,1000101,3
9184,46811132,1000085,3
9186,46555806,1000102,6
9187,46555806,1000114,6
9188,46555806,1000027,6
9189,46555806,1000111,6
9190,46555806,1000085,6
9191,46555806,2000148,6
9194,48712892,1000111,2
9196,48712892,1000100,2
9197,47604238,1000102,2
9200,47604238,1000110,2
9205,47144109,2000148,2
9206,47144109,1000109,2
9207,48710648,1000111,1
9208,48104538,1000116,2
9209,48104538,1000079,2
9212,47077785,1000102,2
9214,47077785,1000110,2
9221,47597348,1000116,1
9230,44460855,1000102,5
9231,44460855,1000110,5
9232,44460855,1000111,5
9234,44460855,1000100,5
9236,44460855,1000101,5
9239,48713593,1000111,1
9247,47957757,1000116,4
9250,47957757,1000111,4
9257,47957757,1000068,4
9259,47957757,2000141,4
9260,46861137,1000118,1
9263,48713329,1000038,3
9265,48713329,1000111,3
9266,48713329,2000148,3
9267,48104564,1000116,2
9268,48104564,1000079,2
9271,46223768,1000102,7
9272,45104156,1000102,2
9273,46223768,1000116,7
9274,45104156,1000100,2
9275,46223768,1000110,7
9276,46223768,1000111,7
9278,46223768,1000068,7
9279,46223768,1000117,7
9280,46223768,1000109,7
9282,48497514,1000114,5
9283,48497514,1000027,5
9284,48497514,1000111,5
9286,48497514,1000101,5
9287,48497514,2000148,5
9293,48132157,1000110,2
9295,48132157,1000111,2
9296,47548775,1000117,3
9298,47548775,1000106,3
9299,47548775,1000118,3
9301,48600984,1000102,2
9303,46838580,1000027,2
9305,46838580,1000116,2
9306,48600984,1000111,2
9314,48698423,1000102,4
9315,48698423,1000004,4
9316,48698423,1000038,4
9317,48698423,1000100,4
9319,46887622,1000110,1
9322,48625153,1000117,1
9325,47520493,1000027,2
9327,47302854,1000027,4
9331,47302854,1000110,4
9337,47520493,2000148,2
9339,47548798,1000111,1
9342,47302854,1000101,4
9344,47302854,1000068,4
9350,48497520,1000102,7
9351,48497520,1000114,7
9352,48497520,1000027,7
9353,48497520,1000111,7
9354,48497520,1000100,7
9355,48497520,1000101,7
9356,48497520,2000148,7
9357,45937671,1000102,6
9358,45937671,1000105,6
9359,45937671,1000110,6
9360,45937671,1000111,6
9361,45937671,1000117,6
9362,45937671,1000106,6
9364,46811871,1000116,2
9365,46811871,1000078,2
9369,48069678,1000116,2
9370,48069678,1000079,2
9374,48286292,1000100,1
9375,48717310,1000100,1
9376,48612993,1000102,2
9377,48612993,1000110,2
9378,46811305,1000038,2
9379,46811305,1000116,2
9382,48103816,1000116,2
9383,45936540,1000102,4
9384,47856129,1000102,7
9385,46887617,1000110,1
9386,48103816,1000079,2
9387,47856129,1000038,7
9388,45936540,1000027,4
9390,47856129,1000110,7
9391,45936540,1000111,4
9393,47856129,1000111,7
9394,45936540,1000101,4
9398,46811866,1000116,2
9399,47856129,2000141,7
9401,46811866,1000078,2
9402,47856129,1000117,7
9403,46887675,1000111,1
9405,47856129,1000106,7
9409,46811212,1000004,2
9410,46811212,1000116,2
9414,46811899,1000078,3
9415,46811899,1000079,3
9417,46811899,1000085,3
9418,48077180,1000116,2
9419,48077180,1000079,2
9422,47985388,1000027,2
9424,47985388,1000001,2
9426,46544408,1000111,2
9427,46544408,1000078,2
9432,46811150,1000027,2
9433,46811150,1000001,2
9436,48260303,1000027,2
9438,48260303,1000109,2
9439,48443593,1000102,6
9440,48443593,1000114,6
9441,48443593,1000116,6
9444,46811812,1000078,1
9447,48443593,1000079,6
9451,48443593,2000148,6
9452,48443593,1000106,6
9454,48601850,1000111,1
9455,48526378,1000102,4
9458,48526378,1000099,4
9459,46887673,1000110,2
9460,48526378,1000110,4
